-33.440198,-70.640205,Cruz Verde Bdo Ohiggins
-33.440538,-70.640214,Av. Lib. Bernardo O´Higgins   20
-33.442991,-70.649012,Av. Lib. Bdo O´Higgins  658
-33.443179,-70.649248,Sucursal Bernardo Ohiggins
-33.457788,-70.663903,Movistar Arena
-33.446963,-70.664814,Avda Apoquindo 6832
-33.447073,-70.664817,Av. Almirante Latorre
-33.454064,-70.650384,Sucursal Diez de Julio
-33.416514,-70.667647,Amunategui 178
-33.439696,-70.656822,Amunategui
-33.442028,-70.655571,Almirante Gotuzzo
-33.449311,-70.677207,Telecanal
-33.438335,-70.651243,Bci Nova Ahumada
-33.438121,-70.651162,Salco Brand Ahumada
-33.438855,-70.6512,Salco Brand
-33.439307,-70.651038,Farmacia Cruz Verde 2
-33.441241,-70.650765,Farmacia Salco Brand
-33.440475,-70.652921,Sucursal Centro
-33.440896,-70.652578,Farmacia Cruz Verde 1
-33.439822,-70.645771,Sucursal Agustinas
-33.440784,-70.651854,Sucursal Nova Bci
-33.413693,-70.583961,Farmacia Salcobrand
-32.786373,-71.189865,Jose Joaquin Perez 244 
-32.786661,-71.189972,Jose Joaquin Perez 
-32.786715,-71.189671,Jose Joaquin Perez 202
-26.389928,-70.047329,Pedro Aguirre Cerda 1305
-26.346528,-70.622576,Freire 613
-28.576043,-70.759359,Prat N° 1015
-28.576212,-70.759145,Arturo Prat Nº 1040
-28.575854,-70.759445,Arturo Prat N 1015
-28.576495,-70.758544,Arturo Prat 1101
-28.576024,-70.759338,Arturo Prat 1002
-29.901508,-71.251255,Los Carrera 380 
-29.903086,-71.248532,Gregorio Cordovez N  601
-29.902587,-71.247822,El Cordovez 675
-29.902754,-71.24876,El Cordovez 588
-29.902568,-71.247092,Cienfuegos N  491
-29.902159,-71.24986,Balmaceda N 458
-29.912575,-71.251298,Balmaceda 1397
-29.901508,-71.248315,Arturo Prat 614
-29.909543,-71.255439,Amunategui 107
-29.907481,-71.25838,Alberto Solari 1400 
-20.214201,-70.148695,Vivar 706
-20.213516,-70.149961,Tarapaca N° 521
-20.213335,-70.148481,Tarapaca 671
-20.213456,-70.149833,Tarapaca 538
-20.213496,-70.150283,Tarapaca 496
-20.213294,-70.151249,Tarapaca 404
-20.237577,-70.143996,Tadeo Haenke 1690
-20.212348,-70.140155,Plaza Prat N 650
-20.217986,-70.145394,Manzana N° 1 Galpon 7 Y 8
-20.229604,-70.141056,Heroes De La Concepcion N° 2311
-20.256541,-70.132967,Bilbao N 3545
-20.21555,-70.148738,Av. Vivar 854
-20.214644,-70.148502,Av. Vivar 761
-20.21418,-70.148502,Av. Vivar 685
-20.213798,-70.148416,Av. Vivar 647
-20.270893,-70.102712,Av. La Pampa N 3121 
-20.247019,-70.13861,Av. Arturo Prat 3068 
-20.232785,-70.145992,Av. Arturo Prat 2755
-20.218248,-70.154875,Arturo Prat N 1170
-20.21261,-70.152772,Anibal Pinto N 601
-27.352425,-70.34587,Aldunate  890
-27.365717,-70.32749,Salas N 747
-27.365708,-70.333725,O´Higgins 500
-27.365803,-70.334669,Maipu 355
-27.3816,-70.316654,Copallapu N 2406
-27.366051,-70.331493,Colipi N 484
-27.366184,-70.331236,Colipí 484 
-27.365536,-70.332909,Chacabuco 449
-27.365898,-70.333317,Chacabuco 393
-27.381562,-70.316687,Av. Copayapu 2406 
-27.366813,-70.334326,Atacama  N  577
-22.462219,-68.926037,Sotomayor N 2041
-22.46208,-68.925651,Sotomayor  2002
-22.462377,-68.929299,Sotomayor 228
-22.450915,-68.918012,Nueva Poniente 2692
-22.460375,-68.925908,Latorre 1987
-22.46086,-68.925789,Latorre 1965
-22.451213,-68.92902,Granaderos 
-22.461882,-68.934415,Eleuterio Ramirez N° 229
-22.461594,-68.925488,Eleuterio Ramirez 
-22.441832,-68.910159,Rodomiro Tomic
-22.44205,-68.909965,Radomiro Tomic Casino Central
-23.62754,-68.304852,Camino A Salar De Atacama, Km. 273
-23.630685,-68.304852,Camino A Salar De Atacama, Km. 230
-22.442546,-68.900696,Camino A Chiu-Chiu Km. 85
-22.484029,-68.928226,Av. Ohiggins 155
-22.443855,-68.907519,Av. Grau N° 803
-22.451391,-68.906275,Av. Chorrillos N° 1749
-22.45151,-68.905996,Av. Chorrillos 689
-22.449071,-68.920587,Avenida Balmaceda 3242
-22.44915,-68.920608,Av. Balmaceda  3242, Local 115
-22.452303,-68.929191,Av. Alonso De Ercilla 
-22.452744,-68.929066,Av. Alonso De Ercilla N° 2198/92
-22.45966,-68.925783,Almirante Latorre N° 1997-99 Esq.R. Vargas 
-18.470797,-70.305851,Diego Portales N° 749
-18.476373,-70.321644,Bolognesi 361
-18.477594,-70.320292,Bolognesi 221
-18.461109,-70.296861,Av. Sta. Maria N° 2985
-18.478266,-70.318511,Av. Colon N° 598, Esq. Maipu
-18.478571,-70.318254,21 De Mayo N° 399
-18.479283,-70.317288,21 De Mayo 486
-18.477798,-70.318919,21 De Mayo 298
-18.477696,-70.318962,21 De Mayo 289
-23.645212,-70.398076,Washington 2683
-23.575473,-70.390447,Pedro Aguirre Cerda N° 9400
-23.647984,-70.396682,Paseo Prat 553
-23.65392,-70.40181,Matta N° 1919
-23.650067,-70.397175,Matta 2441
-23.649517,-70.396188,Manuel Antonio Matta 2566
-23.649812,-70.396574,Manuel Antonio Matta 2503
-23.649792,-70.396767,Manuel Antonio Matta 2490
-23.649694,-70.396832,Manuel Antonio Matta 2483
-23.654205,-70.401959,Coquimbo 712 
-23.647984,-70.400318,Cardenal Carlos Oviedo N° 5319 Loc.8
-23.44427,-70.440916,Base Aerea Cerro Moreno
-23.64592,-70.40093,Av.Balmaceda 
-23.646156,-70.400823,Av.Balmaceda N° 2355
-23.612127,-70.388549,Av. Septimo De Linea Nº 3505
-23.612618,-70.38842,Av. Pedro Aguirre Cerda N° 6259
-23.661034,-70.401359,Av. O´Higgins 1486
-23.656298,-70.389558,Av. Chorrillo Nº 1677
